,location,bhk,total_sqft,bath,price,price_per_sqft
2549,HBR Layout,2,1200.0,2.0,120.0,10000.0
2550,HBR Layout,3,1832.0,3.0,160.0,8733.624454148472
2551,HRBR Layout,2,1374.0,2.0,95.0,6914.1193595342065
2552,HRBR Layout,2,1440.0,2.0,98.0,6805.555555555556
2553,HRBR Layout,3,1567.0,3.0,90.0,5743.458838544991
2554,HRBR Layout,3,2800.0,3.0,250.0,8928.57142857143
2555,HRBR Layout,2,1210.0,2.0,75.0,6198.347107438017
2556,HRBR Layout,2,1265.0,2.0,78.0,6166.00790513834
2557,HRBR Layout,2,1170.0,2.0,75.0,6410.25641025641
2558,HRBR Layout,3,1335.0,2.0,87.0,6516.853932584269
2559,HRBR Layout,4,1900.0,3.0,90.0,4736.8421052631575
2560,HRBR Layout,3,1625.0,3.0,120.0,7384.615384615385
2561,HRBR Layout,2,1301.0,2.0,120.0,9223.674096848577
2562,HRBR Layout,2,1145.0,2.0,68.5,5982.532751091703
2563,HRBR Layout,2,1300.0,2.0,90.0,6923.076923076923
2564,HSR Layout,3,1400.0,3.0,56.0,4000.0
2565,HSR Layout,2,1372.0,2.0,68.0,4956.268221574344
2566,HSR Layout,3,1430.0,2.0,65.0,4545.454545454545
2567,HSR Layout,3,1475.0,3.0,75.0,5084.745762711865
2568,HSR Layout,2,1467.0,2.0,55.0,3749.147920927062
2569,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2570,HSR Layout,2,1372.0,2.0,61.0,4446.064139941691
2571,HSR Layout,3,1750.0,3.0,95.0,5428.571428571428
2572,HSR Layout,3,2424.0,3.0,90.0,3712.871287128713
2573,HSR Layout,2,1027.0,2.0,44.0,4284.323271665044
2574,HSR Layout,3,1650.0,3.0,110.0,6666.666666666667
2575,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2576,HSR Layout,2,1372.0,2.0,61.0,4446.064139941691
2577,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2578,HSR Layout,2,1185.0,2.0,60.0,5063.291139240507
2579,HSR Layout,2,1127.0,2.0,68.0,6033.717834960071
2580,HSR Layout,3,1600.0,2.0,115.0,7187.5
2581,HSR Layout,2,1145.0,2.0,48.0,4192.139737991266
2582,HSR Layout,2,1009.0,2.0,56.0,5550.049554013875
2583,HSR Layout,2,1300.0,2.0,98.0,7538.461538461538
2584,HSR Layout,3,2400.0,3.0,88.0,3666.6666666666665
2585,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2586,HSR Layout,2,1126.0,2.0,69.0,6127.886323268206
2587,HSR Layout,3,1360.0,2.0,53.0,3897.0588235294117
2588,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2589,HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
2590,HSR Layout,2,1142.0,2.0,65.0,5691.768826619965
2591,HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
2592,HSR Layout,3,1844.0,3.0,95.0,5151.843817787419
2593,HSR Layout,2,1203.0,2.0,72.0,5985.037406483791
2594,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2595,HSR Layout,5,4200.0,5.0,245.0,5833.333333333333
2596,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2597,HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
2598,HSR Layout,2,1009.0,2.0,56.0,5550.049554013875
2599,HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
2600,HSR Layout,2,1100.0,2.0,44.0,4000.0
2601,HSR Layout,2,1203.0,2.0,60.0,4987.5311720698255
2602,HSR Layout,2,1120.0,2.0,70.0,6250.0
2603,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2604,HSR Layout,2,1289.0,2.0,70.0,5430.566330488751
2605,HSR Layout,3,1844.0,3.0,89.0,4826.46420824295
2606,HSR Layout,2,1203.0,2.0,60.0,4987.5311720698255
2607,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
2608,Haralur Road,2,1240.0,2.0,70.0,5645.1612903225805
2609,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
2610,Haralur Road,3,1464.0,3.0,56.0,3825.136612021858
2611,Haralur Road,4,2805.0,5.0,154.0,5490.196078431372
2612,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2613,Haralur Road,2,1202.0,2.0,53.0,4409.317803660566
2614,Haralur Road,2,1056.0,2.0,61.0,5776.515151515152
2615,Haralur Road,3,1464.0,3.0,56.0,3825.136612021858
2616,Haralur Road,3,1810.0,3.0,100.0,5524.861878453039
2617,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
2618,Haralur Road,4,2805.0,4.0,154.0,5490.196078431372
2619,Haralur Road,2,1225.0,2.0,67.38,5500.408163265306
2620,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2621,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
2622,Haralur Road,3,1920.0,3.0,115.0,5989.583333333333
2623,Haralur Road,3,1875.0,3.0,110.0,5866.666666666667
2624,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2625,Haralur Road,2,1140.0,2.0,43.0,3771.9298245614036
2626,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
2627,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
2628,Haralur Road,3,2017.0,3.0,125.0,6197.322756569162
2629,Haralur Road,2,1140.0,2.0,43.0,3771.9298245614036
2630,Haralur Road,3,1875.0,3.0,110.0,5866.666666666667
2631,Haralur Road,2,1092.0,2.0,44.0,4029.3040293040294
2632,Haralur Road,3,2475.0,4.0,130.0,5252.525252525253
2633,Haralur Road,2,1300.0,2.0,73.0,5615.384615384615
2634,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2635,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2636,Haralur Road,3,1850.0,3.0,110.0,5945.945945945946
2637,Haralur Road,2,1225.0,2.0,67.38,5500.408163265306
2638,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2639,Haralur Road,4,3400.0,5.0,240.0,7058.823529411765
2640,Haralur Road,2,1464.0,2.0,56.0,3825.136612021858
2641,Haralur Road,2,1230.0,2.0,78.0,6341.463414634146
2642,Haralur Road,2,1000.0,2.0,44.0,4400.0
2644,Haralur Road,2,1300.0,2.0,79.0,6076.923076923077
2645,Haralur Road,3,1444.0,2.0,80.0,5540.16620498615
2646,Haralur Road,2,1088.0,2.0,68.0,6250.0
2647,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
2648,Haralur Road,3,1464.0,3.0,56.0,3825.136612021858
2649,Haralur Road,2,1225.0,2.0,70.0,5714.285714285715
2650,Haralur Road,3,1464.0,3.0,56.0,3825.136612021858
2651,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
2652,Haralur Road,3,1830.0,3.0,101.0,5519.12568306011
2653,Haralur Road,3,1810.0,3.0,126.0,6961.325966850829
2654,Haralur Road,2,1464.0,2.0,56.0,3825.136612021858
2655,Haralur Road,3,1520.0,2.0,96.0,6315.789473684211
2656,Haralur Road,2,1300.0,2.0,75.0,5769.2307692307695
2657,Haralur Road,3,2017.0,2.0,125.0,6197.322756569162
2658,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2659,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
2660,Haralur Road,4,2805.0,5.0,160.0,5704.0998217468805
2661,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2662,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
2663,Haralur Road,3,2017.0,3.0,105.0,5205.751115518096
2664,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2665,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2666,Haralur Road,3,1520.0,2.0,90.0,5921.0526315789475
2667,Haralur Road,2,1300.0,2.0,60.0,4615.384615384615
2668,Haralur Road,3,1985.0,3.0,130.0,6549.11838790932
2669,Haralur Road,3,1255.0,2.0,90.0,7171.314741035857
2670,Haralur Road,2,1056.0,2.0,60.0,5681.818181818182
2671,Haralur Road,2,1140.0,2.0,42.0,3684.2105263157896
2672,Haralur Road,2,1245.0,2.0,62.0,4979.919678714859
2673,Haralur Road,2,1140.0,2.0,58.0,5087.7192982456145
2674,Haralur Road,2,1140.0,2.0,42.0,3684.2105263157896
2675,Haralur Road,2,1027.0,2.0,43.0,4186.952288218111
2676,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2677,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2678,Haralur Road,3,1560.0,3.0,90.0,5769.2307692307695
2679,Haralur Road,3,1520.0,2.0,85.0,5592.105263157895
2680,Haralur Road,2,1243.0,2.0,45.0,3620.2735317779566
2681,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
2682,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
2683,Haralur Road,3,1650.0,3.0,100.0,6060.606060606061
2684,Haralur Road,3,1580.0,3.0,73.0,4620.2531645569625
2685,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2686,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2687,Haralur Road,4,2805.0,4.0,154.0,5490.196078431372
2688,Haralur Road,3,1520.0,2.0,96.0,6315.789473684211
2689,Haralur Road,3,1510.0,3.0,83.05,5500.0
2690,Haralur Road,2,1056.0,2.0,65.0,6155.30303030303
2691,Haralur Road,3,1810.0,3.0,100.0,5524.861878453039
2692,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2693,Haralur Road,1,575.0,1.0,38.0,6608.695652173913
2694,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
2695,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2696,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
2697,Haralur Road,2,1140.0,2.0,43.0,3771.9298245614036
2698,Haralur Road,3,1850.0,3.0,120.0,6486.486486486487
2699,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2700,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
2701,Haralur Road,3,1464.0,3.0,56.0,3825.136612021858
2702,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2703,Haralur Road,3,1710.0,3.0,85.0,4970.7602339181285
2704,Haralur Road,3,1730.0,3.0,95.0,5491.329479768786
2705,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2706,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2707,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2708,Haralur Road,3,1817.0,3.0,110.0,6053.935057787562
2709,Haralur Road,2,1225.0,2.0,77.0,6285.714285714285
2710,Haralur Road,2,1285.0,2.0,78.0,6070.038910505837
2711,Haralur Road,2,1225.0,2.0,67.48,5508.571428571428
2712,Haralur Road,2,1225.0,2.0,69.84,5701.224489795918
2713,Haralur Road,2,1200.0,2.0,46.0,3833.3333333333335
2714,Haralur Road,2,1315.0,2.0,85.0,6463.878326996198
2715,Haralur Road,3,1976.0,3.0,92.0,4655.87044534413
2716,Haralur Road,2,1300.0,2.0,75.0,5769.2307692307695
2717,Haralur Road,2,1309.0,2.0,82.0,6264.323911382735
2718,Haralur Road,2,1027.0,1.0,44.0,4284.323271665044
2719,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2720,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2721,Haralur Road,2,1140.0,2.0,43.0,3771.9298245614036
2722,Haralur Road,2,1300.0,2.0,75.0,5769.2307692307695
2723,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2724,Haralur Road,3,1890.0,3.0,84.0,4444.444444444444
2725,Haralur Road,2,1230.0,2.0,67.65,5500.000000000001
2726,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
2727,Haralur Road,2,1092.0,2.0,44.0,4029.3040293040294
2728,Haralur Road,3,1464.0,3.0,56.0,3825.136612021858
2729,Haralur Road,3,1255.0,3.0,90.0,7171.314741035857
2730,Haralur Road,3,1735.0,3.0,97.0,5590.778097982709
2731,Haralur Road,3,1810.0,3.0,97.83,5404.972375690608
2732,Haralur Road,2,1200.0,2.0,46.0,3833.3333333333335
2733,Haralur Road,2,1243.0,2.0,46.0,3700.7240547063557
2734,Haralur Road,3,1810.0,3.0,112.0,6187.845303867403
2735,Harlur,2,1508.0,2.0,77.0,5106.100795755968
2736,Harlur,3,1752.12,3.0,135.0,7704.951715635916
2737,Harlur,3,2450.0,3.0,120.0,4897.959183673469
2738,Harlur,3,1460.0,3.0,73.0,5000.0
2739,Harlur,3,1709.0,3.0,150.0,8777.062609713283
2740,Harlur,2,1174.0,2.0,69.0,5877.342419080068
2741,Harlur,2,1033.0,2.0,49.0,4743.465634075508
2742,Harlur,2,1197.0,2.0,84.0,7017.543859649123
2743,Harlur,3,1757.0,3.0,132.0,7512.805919180421
2744,Harlur,2,1174.0,2.0,76.0,6473.594548551959
2745,Harlur,3,1754.0,3.0,125.0,7126.567844925884
2746,Harlur,2,1290.0,2.0,85.0,6589.147286821705
2747,Harlur,3,1752.12,3.0,116.0,6620.551103805676
2748,Harlur,3,1754.0,3.0,135.0,7696.693272519954
2749,Harlur,3,1754.0,3.0,124.0,7069.555302166476
2750,Harlur,2,1152.0,2.0,69.0,5989.583333333333
2751,Harlur,2,1290.0,2.0,87.0,6744.186046511628
2752,Harlur,3,1749.0,3.0,115.0,6575.18582046884
2753,Harlur,4,3385.0,4.0,260.0,7680.945347119646
2754,Harlur,3,2240.0,5.0,155.0,6919.642857142857
2755,Harlur,3,1758.0,3.0,133.0,7565.415244596132
2756,Harlur,4,1884.0,4.0,120.0,6369.426751592357
2757,Harlur,2,1197.0,2.0,79.0,6599.832915622389
2758,Harlur,2,1174.0,2.0,78.0,6643.9522998296425
2759,Harlur,3,1730.0,3.0,100.0,5780.346820809248
2760,Harlur,3,2138.0,3.0,110.0,5144.9953227315245
2761,Harlur,2,1200.0,2.0,52.0,4333.333333333333
2762,Harlur,2,1197.0,2.0,79.0,6599.832915622389
2763,Harlur,3,1749.0,3.0,112.0,6403.659233847913
2764,Harlur,2,1174.0,2.0,75.0,6388.415672913117
2765,Harlur,3,1750.0,3.0,136.0,7771.428571428572
2766,Harlur,3,1620.0,3.0,110.0,6790.123456790124
2767,Harlur,3,1414.0,3.0,77.5,5480.905233380481
2768,Harlur,3,1630.0,3.0,95.1,5834.355828220859
2769,Harlur,3,1762.0,3.0,133.0,7548.240635641317
2770,Harlur,3,1756.0,3.0,131.0,7460.136674259681
2771,Harlur,3,1755.0,3.0,130.0,7407.407407407408
2772,Harlur,3,1864.0,3.0,140.0,7510.729613733905
2773,Harlur,2,1331.0,2.0,88.0,6611.570247933884
2774,Harlur,3,1752.12,3.0,133.0,7590.80428281168
2775,Harlur,2,1133.0,2.0,55.0,4854.368932038835
2776,Harlur,3,1756.0,3.0,128.0,7289.293849658315
2777,Harlur,3,1749.0,3.0,120.0,6861.06346483705
2778,Harlur,2,1197.0,2.0,82.0,6850.459482038429
2779,Harlur,2,1303.0,2.0,90.0,6907.137375287797
2780,Harlur,3,1754.0,3.0,132.0,7525.655644241733
2781,Harlur,2,1174.0,2.0,75.0,6388.415672913117
2782,Harlur,3,1756.0,3.0,134.0,7630.979498861047
2783,Harlur,2,1197.0,2.0,78.0,6516.290726817043
2784,Harlur,2,1290.0,2.0,89.9,6968.992248062015
2785,Harlur,2,1386.0,2.0,85.0,6132.7561327561325
2786,Harlur,2,1174.0,2.0,74.0,6303.236797274276
2787,Harlur,2,1174.0,2.0,78.0,6643.9522998296425
2788,Harlur,3,1710.0,3.0,85.0,4970.7602339181285
2789,Harlur,3,1755.0,3.0,115.0,6552.706552706552
2790,Harlur,4,2820.0,4.0,153.5,5443.262411347518
2791,Harlur,4,2569.0,4.0,175.0,6811.989100817439
2792,Harlur,3,1710.0,3.0,85.0,4970.7602339181285
2793,Harlur,2,1197.0,2.0,77.0,6432.748538011696
2794,Harlur,3,1752.12,3.0,125.0,7134.214551514737
2795,Harlur,4,2569.0,5.0,180.0,7006.617360840794
2796,Harlur,2,1225.0,2.0,56.0,4571.428571428572
2797,Harlur,2,1197.0,2.0,76.0,6349.206349206349
2798,Harlur,3,2137.0,3.0,110.0,5147.402901263454
2799,Harlur,2,1197.0,2.0,75.0,6265.664160401003
2800,Harlur,3,1755.0,3.0,117.0,6666.666666666667
2801,Harlur,2,1197.0,2.0,79.9,6675.020885547202
2802,Harlur,2,936.0,2.0,45.0,4807.692307692308
2803,Harlur,4,2990.0,4.0,225.0,7525.083612040134
2804,Harlur,2,1370.0,2.0,88.0,6423.3576642335765
2805,Harlur,2,1335.0,2.0,72.76,5450.187265917603
2806,Hebbal,3,1760.0,2.0,123.0,6988.636363636364
2807,Hebbal,4,5611.5,4.0,477.0,8500.400962309543
2808,Hebbal,3,1900.0,3.0,119.0,6263.1578947368425
2809,Hebbal,2,1349.0,2.0,98.2,7279.466271312083
2810,Hebbal,4,2483.0,5.0,212.0,8538.058799838904
2811,Hebbal,3,1760.0,2.0,130.0,7386.363636363636
2812,Hebbal,3,3450.0,5.0,260.0,7536.231884057971
2813,Hebbal,3,1920.0,3.0,134.0,6979.166666666667
2814,Hebbal,2,1337.0,2.0,82.0,6133.1338818249815
2815,Hebbal,2,1349.0,2.0,98.0,7264.6404744255005
2816,Hebbal,3,1255.0,2.0,77.68,6189.641434262949
2817,Hebbal,3,1355.0,3.0,83.87,6189.667896678967
2818,Hebbal,3,1790.0,3.0,127.0,7094.972067039106
2819,Hebbal,2,687.325,2.0,42.72,6215.40028370858
2820,Hebbal,4,2790.0,5.0,198.0,7096.774193548387
2821,Hebbal,3,1985.0,4.0,189.0,9521.410579345089
2822,Hebbal,4,2483.0,5.0,215.0,8658.880386629078
2823,Hebbal,2,1080.0,2.0,54.0,5000.0
2824,Hebbal,2,812.0,2.0,55.0,6773.399014778325
2825,Hebbal,4,2790.0,4.0,198.0,7096.774193548387
2826,Hebbal,4,3067.0,4.0,230.0,7499.184871209651
2827,Hebbal,3,2526.0,2.0,250.0,9897.070467141726
2828,Hebbal,4,3067.0,4.0,230.0,7499.184871209651
2829,Hebbal,3,1255.0,2.0,77.68,6189.641434262949
2830,Hebbal,2,823.0,2.0,50.63,6151.883353584447
2831,Hebbal,2,1420.0,2.0,123.0,8661.971830985916
2832,Hebbal,3,1069.0,3.0,65.4,6117.867165575305
2833,Hebbal,2,1420.0,2.0,99.39,6999.295774647887
2834,Hebbal,4,4235.0,4.0,365.0,8618.654073199528
2835,Hebbal,3,1700.0,3.0,124.0,7294.117647058823
2836,Hebbal,4,3960.0,5.0,386.0,9747.474747474747
2837,Hebbal,2,1420.0,2.0,99.39,6999.295774647887
2838,Hebbal,3,1355.0,3.0,83.87,6189.667896678967
2839,Hebbal,2,1440.0,2.0,115.0,7986.111111111111
2840,Hebbal,2,1100.0,2.0,54.0,4909.090909090909
2841,Hebbal,3,1355.0,3.0,83.87,6189.667896678967
2842,Hebbal,3,2400.0,4.0,180.0,7500.0
2843,Hebbal,3,1255.0,2.0,77.68,6189.641434262949
2844,Hebbal,2,1420.0,2.0,107.0,7535.211267605634
2845,Hebbal,2,1320.0,2.0,92.0,6969.69696969697
2846,Hebbal,2,919.0,2.0,49.0,5331.882480957563
2847,Hebbal,3,1645.0,3.0,135.0,8206.686930091186
2848,Hebbal,3,2080.0,3.0,175.0,8413.461538461539
2849,Hebbal,3,1355.0,3.0,83.87,6189.667896678967
2850,Hebbal,4,2483.0,5.0,230.0,9262.988320579943
2851,Hebbal,3,2600.0,3.0,195.0,7500.0
2852,Hebbal,3,1645.0,3.0,117.0,7112.462006079028
2853,Hebbal,2,1251.0,2.0,88.73,7092.725819344524
2854,Hebbal,3,1645.0,3.0,121.0,7355.623100303951
2855,Hebbal,3,1760.0,3.0,123.0,6988.636363636364
2856,Hebbal,4,2790.0,4.0,198.0,7096.774193548387
2857,Hebbal,4,3960.0,5.0,386.0,9747.474747474747
2858,Hebbal,3,1645.0,3.0,120.0,7294.83282674772
2859,Hebbal,3,1255.0,2.0,90.0,7171.314741035857
2860,Hebbal,3,1645.0,3.0,117.0,7112.462006079028
2861,Hebbal,3,1255.0,3.0,77.68,6189.641434262949
2862,Hebbal,3,1586.0,3.0,90.0,5674.653215636822
2863,Hebbal,3,1636.0,3.0,119.0,7273.838630806846
2865,Hebbal,3,1255.0,2.0,95.0,7569.721115537848
2866,Hebbal,4,2790.0,4.0,198.0,7096.774193548387
2867,Hebbal,3,1269.0,2.0,73.0,5752.561071710008
2868,Hebbal,3,1255.0,2.0,95.0,7569.721115537848
2869,Hebbal,2,1088.0,2.0,61.45,5647.97794117647
2870,Hebbal,2,1349.0,2.0,97.8,7249.814677538918
2871,Hebbal,3,1255.0,3.0,77.68,6189.641434262949
2872,Hebbal,2,1344.0,2.0,108.0,8035.714285714285
2873,Hebbal,3,1255.0,2.0,90.0,7171.314741035857
2874,Hebbal,3,1255.0,3.0,77.68,6189.641434262949
2875,Hebbal,2,1138.0,2.0,110.0,9666.080843585238
2876,Hebbal,4,2790.0,5.0,204.0,7311.8279569892475
2877,Hebbal,2,1088.0,2.0,62.0,5698.529411764706
2878,Hebbal,3,1987.0,4.0,165.0,8303.975842979366
2879,Hebbal,4,2790.0,5.0,198.0,7096.774193548387
2880,Hebbal,2,1299.0,2.0,100.0,7698.229407236336
2881,Hebbal,2,1200.0,2.0,60.0,5000.0
2882,Hebbal,3,1645.0,3.0,117.0,7112.462006079028
2883,Hebbal,2,1390.0,2.0,95.0,6834.53237410072
2884,Hebbal,2,1333.0,2.0,100.0,7501.875468867217
2885,Hebbal,3,1355.0,3.0,83.87,6189.667896678967
2886,Hebbal,3,2650.0,4.0,199.0,7509.433962264151
2887,Hebbal,3,1800.0,3.0,140.0,7777.777777777777
2888,Hebbal,3,1860.0,3.0,95.0,5107.5268817204305
2889,Hebbal,4,2470.0,4.0,203.0,8218.623481781377
2890,Hebbal,3,1255.0,2.0,95.0,7569.721115537848
2891,Hebbal,2,1333.0,2.0,104.0,7801.950487621905
2892,Hebbal,3,1645.0,3.0,117.0,7112.462006079028
2893,Hebbal,3,2600.0,3.0,199.0,7653.846153846154
2894,Hebbal,2,1345.0,2.0,97.0,7211.8959107806695
2895,Hebbal,3,1110.0,3.0,59.0,5315.315315315315
2896,Hebbal,2,985.0,2.0,62.0,6294.416243654822
2897,Hebbal,2,1320.0,2.0,91.0,6893.939393939394
2898,Hebbal,3,2388.0,3.0,195.0,8165.829145728643
2899,Hebbal,2,1040.0,2.0,55.0,5288.461538461538
2900,Hebbal,3,1315.0,3.0,65.0,4942.9657794676805
2901,Hebbal,3,2600.0,3.0,195.0,7500.0
2902,Hebbal,4,2630.0,5.0,188.0,7148.28897338403
2903,Hebbal,4,2790.0,5.0,198.0,7096.774193548387
2904,Hebbal,3,1645.0,3.0,113.0,6869.300911854103
2905,Hebbal,3,1355.0,3.0,83.87,6189.667896678967
2906,Hebbal,2,1420.0,2.0,99.39,6999.295774647887
2907,Hebbal,3,1590.0,3.0,96.0,6037.735849056604
2908,Hebbal,3,3520.0,5.0,320.0,9090.90909090909
2909,Hebbal,2,1162.0,2.0,69.0,5938.037865748709
2910,Hebbal,2,1100.0,2.0,60.0,5454.545454545455
2911,Hebbal,4,4235.0,5.0,364.0,8595.04132231405
2912,Hebbal,2,1299.0,2.0,97.0,7467.282525019245
2913,Hebbal,3,1255.0,3.0,77.68,6189.641434262949
2914,Hebbal,4,2470.0,5.0,192.0,7773.27935222672
2915,Hebbal,3,1645.0,3.0,117.0,7112.462006079028
2916,Hebbal,3,1920.0,3.0,134.0,6979.166666666667
2917,Hebbal,3,3520.0,5.0,240.0,6818.181818181818
2918,Hebbal,3,1920.0,3.0,150.0,7812.5
2919,Hebbal,4,2375.0,4.0,189.0,7957.894736842105
2920,Hebbal,2,1420.0,2.0,99.26,6990.140845070423
2921,Hebbal,2,1252.0,2.0,92.0,7348.242811501597
2922,Hebbal,4,2790.0,4.0,198.0,7096.774193548387
2923,Hebbal,2,1162.0,2.0,59.0,5077.452667814114
2924,Hebbal,2,1294.0,2.0,115.0,8887.171561051005
2925,Hebbal,4,4225.0,6.0,359.0,8497.041420118343
2926,Hebbal,2,1150.0,2.0,57.0,4956.521739130435
2927,Hebbal,3,1740.0,2.0,137.0,7873.563218390805
2928,Hebbal,3,1430.0,3.0,85.0,5944.055944055944
2929,Hebbal,3,1662.0,3.0,155.0,9326.113116726836
2930,Hebbal,3,2250.0,3.0,219.0,9733.333333333334
2931,Hebbal,2,1349.0,2.0,98.0,7264.6404744255005
2932,Hebbal,4,4000.0,6.0,370.0,9250.0
2933,Hebbal,2,1349.0,2.0,96.8,7175.685693106005
2934,Hebbal Kempapura,3,1700.0,3.0,155.0,9117.64705882353
2935,Hebbal Kempapura,3,1800.0,3.0,175.0,9722.222222222223
2936,Hebbal Kempapura,3,2900.0,4.0,300.0,10344.827586206897
2937,Hebbal Kempapura,3,3522.0,3.0,380.0,10789.324247586599
2938,Hebbal Kempapura,5,2280.0,5.0,200.0,8771.929824561403
2939,Hebbal Kempapura,2,1200.0,2.0,125.0,10416.666666666666
2940,Hebbal Kempapura,3,2900.0,4.0,240.0,8275.862068965518
2941,Hebbal Kempapura,4,3900.0,5.0,360.0,9230.76923076923
2942,Hebbal Kempapura,2,1300.0,2.0,102.0,7846.153846153846
2943,Hebbal Kempapura,3,1466.0,2.0,140.0,9549.795361527968
2944,Hebbal Kempapura,4,3900.0,5.0,310.0,7948.717948717948
2945,Hebbal Kempapura,3,1725.0,2.0,165.0,9565.217391304348
2946,Hebbal Kempapura,3,1200.0,3.0,125.0,10416.666666666666
2947,Hebbal Kempapura,3,3408.0,3.0,260.0,7629.107981220657
2948,Hebbal Kempapura,2,1485.0,3.0,132.0,8888.888888888889
2949,Hebbal Kempapura,2,1400.0,2.0,108.0,7714.285714285715
2950,Hebbal Kempapura,3,1800.0,3.0,150.0,8333.333333333334
2951,Hebbal Kempapura,5,2400.0,5.0,200.0,8333.333333333334
2952,Hebbal Kempapura,5,2800.0,5.0,220.0,7857.142857142857
2953,Hebbal Kempapura,3,1785.0,3.0,165.0,9243.697478991597
2954,Hebbal Kempapura,4,3729.0,4.0,384.0,10297.666934835077
2955,Hebbal Kempapura,3,1600.0,3.0,170.0,10625.0
2956,Hebbal Kempapura,3,1730.0,3.0,175.0,10115.606936416185
2957,Hebbal Kempapura,4,2485.0,4.0,198.0,7967.806841046277
2958,Hegde Nagar,3,1569.0,3.0,101.0,6437.221159974506
2959,Hegde Nagar,6,3000.0,7.0,210.0,7000.0
2960,Hegde Nagar,3,2026.0,3.0,132.0,6515.301085883514
2961,Hegde Nagar,3,1801.0,3.0,115.0,6385.341476957246
2962,Hegde Nagar,2,1050.0,1.0,56.0,5333.333333333333
2963,Hegde Nagar,2,1341.0,2.0,97.0,7233.407904548844
2964,Hegde Nagar,3,2112.95,4.0,145.0,6862.443503159091
2965,Hegde Nagar,4,1200.0,4.0,83.0,6916.666666666667
2966,Hegde Nagar,3,1703.0,3.0,113.0,6635.3493834409865
2967,Hegde Nagar,3,1570.0,3.0,105.0,6687.898089171975
2968,Hegde Nagar,3,1801.0,3.0,140.0,7773.459189339256
2969,Hegde Nagar,3,1584.01,3.0,103.0,6502.484201488627
2970,Hegde Nagar,3,1965.0,4.0,125.0,6361.323155216285
2971,Hegde Nagar,2,1200.0,2.0,75.0,6250.0
2972,Hegde Nagar,3,1847.0,3.0,135.0,7309.1499729290745
2973,Hegde Nagar,3,1965.0,4.0,132.0,6717.557251908397
2974,Hegde Nagar,3,1703.0,3.0,125.0,7339.988256018791
2975,Hegde Nagar,3,1847.0,3.0,125.0,6767.73145641581
2976,Hegde Nagar,3,2144.6,4.0,145.0,6761.167583698592
