,location,bhk,total_area,bath,balcony,price,price_per_sqft
1038,Brookefield,2,1125.0,2.0,2.0,7000000.0,6222.222222222223
1039,Brookefield,3,1420.0,3.0,2.0,8500000.0,5985.915492957746
1040,Brookefield,4,3532.0,3.0,3.0,17000000.0,4813.137032842582
1041,Brookefield,2,941.0,2.0,2.0,4800000.0,5100.956429330499
1042,Brookefield,3,1595.0,2.0,3.0,7500000.0,4702.194357366771
1043,Brookefield,3,1410.0,2.0,0.0,8000000.0,5673.758865248227
1044,Brookefield,2,1100.0,2.0,1.0,5500000.0,5000.0
1045,Brookefield,4,2400.0,3.0,3.0,14000000.0,5833.333333333333
1046,Brookefield,2,1225.0,2.0,2.0,6650000.0,5428.571428571428
1047,Brookefield,2,1200.0,2.0,2.0,7500000.0,6250.0
1048,Brookefield,2,1130.0,2.0,2.0,5600000.0,4955.7522123893805
1049,Brookefield,3,1706.0,3.0,2.0,11500000.0,6740.914419695194
1050,Brookefield,2,1389.0,2.0,2.0,9400000.0,6767.458603311735
1051,Brookefield,2,1225.0,2.0,2.0,7200000.0,5877.551020408163
1052,Brookefield,4,3675.0,4.0,3.0,17600000.0,4789.115646258503
1053,Brookefield,3,1746.0,3.0,3.0,11500000.0,6586.483390607102
1054,Brookefield,3,1518.0,3.0,3.0,8000000.0,5270.092226613966
1055,Brookefield,3,1589.0,3.0,2.0,7400000.0,4657.016991818754
1056,Brookefield,2,1382.0,2.0,2.0,8450000.0,6114.3270622286545
1057,Brookefield,2,1260.0,2.0,1.0,7000000.0,5555.555555555556
1058,Budigere,2,1153.0,2.0,2.0,5640000.0,4891.587163920208
1059,Budigere,2,1162.0,2.0,1.0,5990000.0,5154.9053356282275
1060,Budigere,3,1991.0,4.0,2.0,10300000.0,5173.279758915118
1061,Budigere,2,1153.0,2.0,2.0,5700000.0,4943.625325238509
1062,Budigere,2,1162.0,2.0,1.0,5700000.0,4905.335628227194
1063,Budigere,2,1139.0,2.0,2.0,5680000.0,4986.830553116769
1064,Budigere,2,1139.0,2.0,2.0,5685000.0,4991.220368744513
1065,Budigere,3,1991.0,4.0,2.0,10000000.0,5022.601707684581
1066,Budigere,1,664.0,1.0,1.0,3500000.0,5271.084337349397
1067,Budigere,3,1820.0,3.0,2.0,9300000.0,5109.89010989011
1068,Budigere,3,1636.0,3.0,2.0,8500000.0,5195.59902200489
1069,Budigere,2,1444.0,2.0,2.0,7000000.0,4847.645429362881
1070,Budigere,2,1139.0,2.0,2.0,6000000.0,5267.778753292362
1071,Budigere,3,1820.0,3.0,2.0,9300000.0,5109.89010989011
1072,Budigere,2,1162.0,2.0,1.0,5800000.0,4991.394148020654
1073,Budigere,3,1636.0,3.0,2.0,8500000.0,5195.59902200489
1074,Budigere,2,1087.0,2.0,1.0,5430000.0,4995.40018399264
1075,Budigere,3,1820.0,3.0,2.0,8900000.0,4890.10989010989
1076,Budigere,2,1153.0,2.0,2.0,5670000.0,4917.606244579359
1077,Budigere,2,1139.0,2.0,2.0,5650000.0,4960.491659350308
1078,Budigere,3,1636.0,3.0,2.0,8300000.0,5073.349633251833
1079,Budigere,1,664.0,1.0,1.0,3400000.0,5120.481927710844
1080,Budigere,2,1162.0,2.0,1.0,5800000.0,4991.394148020654
1081,Budigere,2,1153.0,2.0,2.0,6000000.0,5203.816131830009
1082,Budigere,2,1172.0,2.0,0.0,5672500.0,4840.017064846416
1083,Budigere,3,1590.0,3.0,0.0,7616000.0,4789.937106918239
1084,Budigere,3,1820.0,3.0,2.0,9500000.0,5219.780219780219
1085,Budigere,3,1991.0,4.0,2.0,10000000.0,5022.601707684581
1086,Budigere,3,1820.0,3.0,2.0,9550000.0,5247.252747252747
1087,Budigere,2,1153.0,2.0,2.0,5600000.0,4856.895056374675
1088,Budigere,1,705.0,1.0,0.0,3454500.0,4900.0
1089,Budigere,2,1153.0,2.0,2.0,5650000.0,4900.260190806592
1090,Budigere,2,1153.0,2.0,2.0,5800000.0,5030.3555941023415
1091,Budigere,2,1153.0,2.0,2.0,5655000.0,4904.596704249783
1092,Budigere,2,1153.0,2.0,2.0,5650000.0,4900.260190806592
1093,Budigere,2,1153.0,2.0,2.0,6000000.0,5203.816131830009
1094,CV Raman Nagar,3,1550.0,3.0,3.0,6500000.0,4193.548387096775
1095,CV Raman Nagar,2,1120.0,2.0,2.0,5500000.0,4910.714285714285
1096,CV Raman Nagar,2,1070.0,2.0,1.0,5500000.0,5140.186915887851
1097,CV Raman Nagar,2,740.0,2.0,1.0,3700000.0,5000.0
1098,CV Raman Nagar,2,1028.0,2.0,1.0,4900000.0,4766.536964980544
1099,CV Raman Nagar,2,1070.0,2.0,2.0,4750000.0,4439.252336448598
1100,CV Raman Nagar,3,1825.0,3.0,2.0,12600000.0,6904.109589041096
1101,CV Raman Nagar,2,1025.0,2.0,2.0,5000000.0,4878.048780487805
1102,CV Raman Nagar,3,1525.0,2.0,3.0,6700000.0,4393.44262295082
1103,CV Raman Nagar,2,1198.0,2.0,2.0,6000000.0,5008.347245409015
1104,CV Raman Nagar,2,1560.0,2.0,2.0,8500000.0,5448.717948717948
1105,CV Raman Nagar,3,1590.0,2.0,3.0,8500000.0,5345.911949685535
1106,CV Raman Nagar,2,1100.0,2.0,1.0,5800000.0,5272.727272727273
1107,CV Raman Nagar,2,1051.0,2.0,3.0,6100000.0,5803.996194100856
1108,CV Raman Nagar,3,1435.0,2.0,2.0,6000000.0,4181.184668989547
1109,CV Raman Nagar,2,1020.0,2.0,1.0,5500000.0,5392.156862745098
1110,CV Raman Nagar,2,1285.0,2.0,2.0,6500000.0,5058.365758754864
1111,CV Raman Nagar,2,1040.0,2.0,1.0,5000000.0,4807.692307692308
1112,CV Raman Nagar,2,1392.0,2.0,1.0,9500000.0,6824.712643678161
1113,CV Raman Nagar,2,1125.0,2.0,1.0,4600000.0,4088.8888888888887
1114,CV Raman Nagar,3,1400.0,2.0,2.0,7800000.0,5571.428571428572
1115,CV Raman Nagar,3,1400.0,2.0,2.0,7800000.0,5571.428571428572
1116,CV Raman Nagar,2,907.0,2.0,2.0,3800000.0,4189.636163175303
1117,CV Raman Nagar,3,1480.0,3.0,2.0,6500000.0,4391.891891891892
1118,CV Raman Nagar,2,1310.0,2.0,1.0,6200000.0,4732.824427480916
1119,Chamrajpet,3,1475.0,2.0,2.0,12000000.0,8135.593220338983
1120,Chamrajpet,4,1900.0,2.0,1.0,17000000.0,8947.368421052632
1121,Chamrajpet,2,1350.0,2.0,3.0,18000000.0,13333.333333333334
1122,Chamrajpet,4,1660.4,4.0,2.0,21100000.0,12707.781257528306
1123,Chamrajpet,2,730.0,1.0,2.0,5200000.0,7123.287671232877
1124,Chamrajpet,2,650.0,2.0,2.0,4500000.0,6923.076923076923
1125,Chamrajpet,3,1650.0,3.0,2.0,11500000.0,6969.69696969697
1126,Chandapura,2,650.0,1.0,1.0,1700000.0,2615.3846153846152
1127,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1128,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1129,Chandapura,2,800.0,1.0,1.0,2000000.0,2500.0
1130,Chandapura,2,1015.0,2.0,2.0,2588000.0,2549.753694581281
1131,Chandapura,3,1190.0,2.0,2.0,3035000.0,2550.4201680672268
1132,Chandapura,2,1200.0,2.0,2.0,3200000.0,2666.6666666666665
1133,Chandapura,2,1025.0,2.0,2.0,2768000.0,2700.487804878049
1134,Chandapura,1,582.5,1.0,0.0,1513500.0,2598.283261802575
1135,Chandapura,2,1015.0,2.0,2.0,2588000.0,2549.753694581281
1136,Chandapura,3,1305.0,3.0,1.0,3328000.0,2550.191570881226
1137,Chandapura,3,1065.0,2.0,1.0,3300000.0,3098.5915492957747
1138,Chandapura,2,850.0,2.0,1.0,2540000.0,2988.235294117647
1139,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1140,Chandapura,3,1185.0,2.0,2.0,3022000.0,2550.2109704641352
1141,Chandapura,2,1015.0,2.0,2.0,2588000.0,2549.753694581281
1142,Chandapura,1,520.0,1.0,1.0,1404000.0,2700.0
1143,Chandapura,2,1200.0,1.0,1.0,3600000.0,3000.0
1144,Chandapura,2,975.0,2.0,1.0,2486000.0,2549.74358974359
1145,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1146,Chandapura,2,985.0,2.0,1.0,2512000.0,2550.253807106599
1147,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1148,Chandapura,2,975.0,2.0,1.0,2486000.0,2549.74358974359
1149,Chandapura,2,700.0,1.0,1.0,1900000.0,2714.285714285714
1150,Chandapura,3,1190.0,2.0,2.0,3035000.0,2550.4201680672268
1151,Chandapura,3,1095.0,2.0,2.0,3200000.0,2922.3744292237443
1152,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1153,Chandapura,3,1505.0,2.0,2.0,4200000.0,2790.6976744186045
1154,Chandapura,3,1162.5,2.0,1.0,3021500.0,2599.1397849462364
1155,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1156,Chandapura,2,937.0,2.0,1.0,3000000.0,3201.7075773745996
1157,Chandapura,2,1025.0,2.0,2.0,2768000.0,2700.487804878049
1158,Chandapura,2,975.0,2.0,1.0,2486000.0,2549.74358974359
1159,Chandapura,2,800.0,2.0,1.0,2500000.0,3125.0
1160,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1161,Chandapura,3,1230.0,2.0,2.0,3137000.0,2550.4065040650407
1162,Chandapura,2,950.0,2.0,1.0,2565000.0,2700.0
1163,Chandapura,2,1200.0,2.0,1.0,3600000.0,3000.0
1164,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1165,Chandapura,3,1110.0,2.0,2.0,2997000.0,2700.0
1166,Chandapura,2,674.0,1.0,1.0,1989999.9999999998,2952.522255192878
1167,Chandapura,3,1225.0,3.0,1.0,3308000.0,2700.408163265306
1168,Chandapura,3,1305.0,3.0,1.0,3328000.0,2550.191570881226
1169,Chandapura,3,1230.0,2.0,2.0,3137000.0,2550.4065040650407
1170,Chandapura,3,1110.0,2.0,2.0,2997000.0,2700.0
1171,Chandapura,2,985.0,2.0,1.0,2512000.0,2550.253807106599
1172,Chandapura,2,750.0,1.0,1.0,1850000.0,2466.6666666666665
1173,Chandapura,2,1025.0,2.0,2.0,2768000.0,2700.487804878049
1174,Chandapura,3,1190.0,2.0,2.0,3035000.0,2550.4201680672268
1175,Chandapura,2,1015.0,2.0,2.0,2588000.0,2549.753694581281
1176,Chandapura,3,1345.0,2.0,2.0,3950000.0,2936.8029739776953
1177,Chandapura,3,1033.0,2.0,2.0,3047000.0,2949.6611810261375
1178,Chandapura,2,1015.0,2.0,2.0,2588000.0,2549.753694581281
1179,Chandapura,3,1185.0,2.0,2.0,3022000.0,2550.2109704641352
1180,Chandapura,2,975.0,2.0,1.0,2486000.0,2549.74358974359
1181,Chandapura,1,520.0,1.0,1.0,1404000.0,2700.0
1182,Chandapura,3,1230.0,2.0,2.0,3137000.0,2550.4065040650407
1183,Chandapura,3,1305.0,3.0,1.0,3328000.0,2550.191570881226
1184,Chandapura,3,1323.0,2.0,1.0,4200000.0,3174.6031746031745
1185,Chandapura,1,410.0,1.0,1.0,1000000.0,2439.0243902439024
1186,Chandapura,2,985.0,2.0,1.0,2512000.0,2550.253807106599
1187,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1188,Chandapura,1,645.0,1.0,1.0,1645000.0,2550.3875968992247
1189,Chandapura,2,1200.0,2.0,1.0,3600000.0,3000.0
1190,Chandapura,2,740.0,1.0,1.0,2200000.0,2972.972972972973
1191,Chandapura,3,1095.0,2.0,2.0,2800000.0,2557.077625570776
1192,Chandapura,1,520.0,1.0,1.0,1404000.0,2700.0
1193,Channasandra,3,1340.0,2.0,2.0,4833000.0,3606.716417910448
1194,Channasandra,2,1009.0,2.0,1.0,3834000.0000000005,3799.8017839445
1195,Channasandra,2,1065.0,2.0,1.0,3500000.0,3286.3849765258215
1196,Channasandra,2,1030.0,2.0,1.0,3450000.0,3349.5145631067962
1197,Channasandra,6,4200.0,6.0,0.0,18000000.0,4285.714285714285
1198,Channasandra,2,1115.0,2.0,1.0,4000000.0,3587.4439461883408
1199,Channasandra,2,1104.0,2.0,1.0,3550000.0,3215.5797101449275
1200,Channasandra,2,1160.0,2.0,1.0,5500000.0,4741.379310344828
1201,Channasandra,2,1050.0,2.0,2.0,4100000.0,3904.7619047619046
1202,Channasandra,2,1065.0,2.0,1.0,4047000.0,3800.0
1203,Channasandra,3,1310.0,2.0,2.0,4500000.0,3435.114503816794
1204,Channasandra,2,1070.0,2.0,1.0,3800000.0,3551.4018691588785
1205,Channasandra,2,1050.0,2.0,1.0,3500000.0,3333.3333333333335
1206,Channasandra,2,1093.0,2.0,1.0,3400000.0,3110.704483074108
1207,Channasandra,2,1010.0,2.0,1.0,3600000.0,3564.3564356435645
1208,Channasandra,2,1123.0,2.0,1.0,3600000.0,3205.699020480855
1209,Channasandra,2,1000.0,2.0,2.0,3500000.0,3500.0
1210,Channasandra,3,1330.0,2.0,2.0,5183000.0,3896.9924812030076
1211,Channasandra,2,1093.0,2.0,1.0,3700000.0,3385.1784080512352
1212,Channasandra,2,1115.0,2.0,1.0,3579999.9999999995,3210.7623318385645
1213,Channasandra,3,1500.0,3.0,1.0,6195000.0,4130.0
1214,Channasandra,3,1800.0,3.0,2.0,6000000.0,3333.3333333333335
1215,Channasandra,2,830.0,2.0,1.0,3628000.0,4371.084337349397
1216,Channasandra,3,1195.0,2.0,1.0,5600000.0,4686.192468619247
1217,Channasandra,2,1175.0,2.0,2.0,3800000.0,3234.0425531914893
1218,Channasandra,2,1200.0,2.0,1.0,4613000.0,3844.1666666666665
1219,Channasandra,2,1065.0,2.0,1.0,3600000.0,3380.281690140845
1220,Channasandra,2,1050.0,2.0,1.0,4441000.0,4229.523809523809
1221,Channasandra,2,1010.0,2.0,1.0,3200000.0,3168.3168316831684
1222,Chikka Tirupathi,4,2600.0,5.0,3.0,12000000.0,4615.384615384615
1223,Chikka Tirupathi,3,1808.0,4.0,2.0,8027000.0,4439.712389380531
1224,Chikka Tirupathi,3,3297.0,3.0,1.0,13500000.0,4094.631483166515
1225,Chikka Tirupathi,4,3500.0,5.0,3.0,15000000.0,4285.714285714285
1226,Chikka Tirupathi,3,2325.0,3.0,1.0,9500000.0,4086.021505376344
1227,Chikka Tirupathi,4,3250.0,4.0,2.0,13600000.0,4184.615384615385
1228,Chikka Tirupathi,4,2665.0,5.0,3.0,12500000.0,4690.431519699812
1229,Chikkabanavar,2,950.0,2.0,1.0,4000000.0,4210.526315789473
1230,Chikkabanavar,2,600.0,1.0,2.0,2500000.0,4166.666666666667
1232,Chikkabanavar,5,2400.0,4.0,0.0,9700000.0,4041.6666666666665
1233,Chikkabanavar,5,2000.0,4.0,0.0,6500000.0,3250.0
1234,Chikkabanavar,2,1067.0,2.0,1.0,3800000.0,3561.3870665417057
1235,Chikkabanavar,3,1320.0,2.0,2.0,4600000.0,3484.848484848485
1236,Chikkalasandra,3,1290.0,2.0,2.0,5612000.0,4350.387596899225
1237,Chikkalasandra,2,1100.0,2.0,2.0,5000000.0,4545.454545454545
1238,Chikkalasandra,2,1208.0,2.0,1.0,4900000.0,4056.291390728477
1239,Chikkalasandra,2,1070.0,2.0,2.0,5000000.0,4672.897196261682
1240,Chikkalasandra,2,1230.0,2.0,2.0,4800000.0,3902.439024390244
1241,Chikkalasandra,2,1070.0,2.0,1.0,4280000.0,4000.0
1242,Chikkalasandra,3,1310.0,2.0,1.0,5240000.0,4000.0
1243,Chikkalasandra,3,1270.0,2.0,3.0,5525000.0,4350.393700787402
1244,Chikkalasandra,2,1075.0,2.0,1.0,4676000.0,4349.767441860465
1245,Chikkalasandra,3,1230.0,2.0,2.0,5351000.0,4350.40650406504
1246,Chikkalasandra,3,1290.0,2.0,2.0,5612000.0,4350.387596899225
1247,Chikkalasandra,2,1070.0,2.0,1.0,4548000.0,4250.467289719626
1248,Chikkalasandra,2,1100.0,2.0,2.0,5000000.0,4545.454545454545
1249,Chikkalasandra,3,1390.0,2.0,3.0,6047000.0,4350.359712230216
1250,Chikkalasandra,3,1265.0,2.0,2.0,5312000.0,4199.209486166008
1251,Chikkalasandra,2,1090.0,2.0,1.0,4742000.0,4350.45871559633
1252,Chikkalasandra,3,1355.0,3.0,2.0,5420000.0,4000.0
1253,Chikkalasandra,3,1350.0,2.0,2.0,5420000.0,4014.814814814815
1254,Chikkalasandra,2,1325.0,2.0,1.0,5900000.0,4452.830188679245
1255,Chikkalasandra,3,1275.0,2.0,2.0,5546000.0,4349.803921568628
1256,Chikkalasandra,3,1425.0,1.0,0.0,5400000.0,3789.4736842105262
1257,Choodasandra,2,1115.0,2.0,2.0,5000000.0,4484.304932735426
1258,Choodasandra,2,1300.0,2.0,3.0,5700000.0,4384.615384615385
1259,Choodasandra,3,1530.0,3.0,2.0,7700000.0,5032.679738562091
1260,Choodasandra,3,1220.0,3.0,2.0,5600000.0,4590.163934426229
1261,Choodasandra,3,1220.0,3.0,2.0,5600000.0,4590.163934426229
1262,Choodasandra,2,1197.0,2.0,1.0,6300000.0,5263.1578947368425
1263,Choodasandra,3,1465.0,3.0,3.0,7500000.0,5119.453924914676
1264,Choodasandra,2,1115.0,2.0,1.0,5000000.0,4484.304932735426
1265,Choodasandra,2,1215.0,2.0,2.0,5900000.0,4855.9670781893
1266,Choodasandra,3,1254.0,2.0,1.0,6500000.0,5183.413078149921
1267,Choodasandra,2,725.0,2.0,2.0,3600000.0,4965.517241379311
1268,Choodasandra,3,1220.0,3.0,2.0,5600000.0,4590.163934426229
1269,Choodasandra,2,1075.0,2.0,2.0,4500000.0,4186.046511627907
1270,Choodasandra,2,1140.0,2.0,2.0,6200000.0,5438.596491228071
1271,Choodasandra,3,1220.0,3.0,1.0,5600000.0,4590.163934426229
1272,Choodasandra,3,1560.0,3.0,2.0,7800000.0,5000.0
1273,Choodasandra,2,1065.0,2.0,1.0,4600000.0,4319.24882629108
1274,Choodasandra,2,1115.0,2.0,2.0,5000000.0,4484.304932735426
1275,Choodasandra,3,1220.0,3.0,2.0,5600000.0,4590.163934426229
1276,Choodasandra,2,1115.0,2.0,1.0,5000000.0,4484.304932735426
1277,Cooke Town,4,3950.0,4.0,1.0,45000000.0,11392.405063291139
1278,Cooke Town,3,2388.0,4.0,3.0,23900000.0,10008.375209380234
1279,Cooke Town,2,1710.0,2.0,2.0,20000000.0,11695.906432748538
1280,Cooke Town,4,3900.0,5.0,1.0,41500000.0,10641.02564102564
1281,Cooke Town,3,2560.0,4.0,1.0,31000000.0,12109.375
1282,Cooke Town,3,2300.0,3.0,1.0,25000000.0,10869.565217391304
1283,Cox Town,3,1975.0,3.0,3.0,15000000.0,7594.93670886076
1284,Cox Town,3,1730.0,3.0,3.0,14000000.0,8092.485549132948
1285,Cox Town,3,1600.0,3.0,1.0,15000000.0,9375.0
1286,Cox Town,2,1250.0,2.0,2.0,9500000.0,7600.0
1287,Cox Town,2,1280.0,2.0,1.0,12000000.0,9375.0
1288,Cox Town,2,1073.0,2.0,2.0,7200000.0,6710.158434296365
1289,Cunningham Road,3,3875.0,3.0,2.0,86400000.0,22296.774193548386
1290,Cunningham Road,3,3875.0,3.0,2.0,80000000.0,20645.16129032258
1291,Cunningham Road,3,3815.0,3.0,1.0,76300000.0,20000.0
1292,Cunningham Road,3,3489.0,3.0,1.0,66200000.0,18973.91802808828
1293,Cunningham Road,3,4170.0,3.0,2.0,80000000.0,19184.65227817746
1294,Cunningham Road,4,5108.0,5.0,2.0,99500000.0,19479.24823805795
1295,Cunningham Road,3,2700.0,3.0,1.0,50100000.0,18555.555555555555
1296,Cunningham Road,3,2880.0,3.0,2.0,56000000.0,19444.444444444445
1297,Dasanapura,2,708.0,2.0,2.0,3700000.0,5225.988700564972
1298,Dasanapura,3,1286.0,3.0,2.0,6144000.0,4777.604976671851
1299,Dasanapura,2,814.0,2.0,1.0,4200000.0,5159.7051597051595
1300,Dasanapura,3,1286.0,2.0,1.0,6800000.0,5287.713841368584
1301,Dasanapura,2,814.0,2.0,1.0,4370000.0,5368.550368550368
1302,Dasarahalli,2,1295.0,2.0,1.0,6500000.0,5019.305019305019
1303,Dasarahalli,3,1520.0,2.0,1.0,7500000.0,4934.210526315789
1304,Dasarahalli,3,2100.0,3.0,3.0,12000000.0,5714.285714285715
1305,Dasarahalli,2,1220.0,2.0,2.0,6200000.0,5081.9672131147545
1306,Devanahalli,2,1260.0,2.0,2.0,6678000.0,5300.0
1307,Devanahalli,3,1282.0,2.0,2.0,6852000.0,5344.773790951638
1308,Devanahalli,2,1360.0,2.0,1.0,6500000.0,4779.411764705882
1309,Devanahalli,3,1630.0,2.0,1.0,7481999.999999999,4590.184049079754
1310,Devanahalli,2,1010.0,2.0,1.0,5100000.0,5049.504950495049
1311,Devanahalli,2,1080.0,2.0,0.0,5335000.0,4939.814814814815
1312,Devanahalli,2,1174.0,2.0,1.0,5900000.0,5025.553662691653
1313,Devanahalli,1,658.0,1.0,1.0,3400000.0,5167.173252279636
1314,Devanahalli,2,1080.0,2.0,1.0,5200000.0,4814.814814814815
1315,Devanahalli,3,1700.0,3.0,0.0,8820000.0,5188.235294117647
1316,Devanahalli,3,1498.0,3.0,3.0,7915000.000000001,5283.711615487317
1317,Devanahalli,3,1466.0,3.0,3.0,7759000.0,5292.633015006822
1318,Devanahalli,1,775.0,1.0,0.0,3900000.0,5032.258064516129
1319,Devanahalli,1,1020.0,2.0,1.0,4987000.0,4889.21568627451
1320,Devanahalli,2,1045.0,2.0,2.0,4800000.0,4593.301435406698
1321,Devanahalli,3,1200.0,2.0,1.0,5508000.0,4590.0
1322,Devanahalli,2,1340.0,2.0,1.0,6500000.0,4850.746268656716
1323,Devanahalli,3,2125.0,3.0,1.0,10700000.0,5035.294117647059
1324,Devanahalli,2,1230.0,2.0,1.0,5645000.0,4589.430894308943
1325,Devanahalli,2,1360.0,2.0,0.0,6242500.0,4590.073529411765
1326,Devanahalli,3,1290.0,2.0,1.0,6200000.0,4806.201550387597
1327,Devanahalli,3,1520.0,2.0,1.0,6976000.000000001,4589.473684210527
1328,Devanahalli,1,1075.0,2.0,1.0,5257000.0,4890.232558139535
1329,Devarachikkanahalli,3,1250.0,2.0,3.0,4400000.0,3520.0
1330,Devarachikkanahalli,1,615.0,1.0,1.0,2400000.0,3902.439024390244
1331,Devarachikkanahalli,2,1230.0,2.0,1.0,5800000.0,4715.447154471544
1332,Devarachikkanahalli,3,1425.0,2.0,2.0,6500000.0,4561.403508771929
1333,Devarachikkanahalli,2,947.0,2.0,2.0,4300000.0,4540.654699049631
1334,Devarachikkanahalli,3,1417.0,2.0,2.0,7600000.0,5363.443895553987
1335,Devarachikkanahalli,2,1230.0,2.0,1.0,5800000.0,4715.447154471544
1336,Devarachikkanahalli,3,1705.0,3.0,2.0,7500000.0,4398.826979472141
1337,Devarachikkanahalli,2,1116.0,2.0,1.0,4700000.0,4211.469534050179
1338,Devarachikkanahalli,2,991.0,2.0,2.0,4000000.0,4036.326942482341
1339,Devarachikkanahalli,3,1700.0,3.0,1.0,7100000.0,4176.470588235294
1340,Dodda Nekkundi,2,1260.0,2.0,2.0,5500000.0,4365.079365079365
1341,Dodda Nekkundi,2,1390.0,2.0,2.0,6000000.0,4316.546762589928
1342,Dodda Nekkundi,2,1080.0,2.0,2.0,5000000.0,4629.62962962963
1343,Dodda Nekkundi,2,1100.0,2.0,2.0,4800000.0,4363.636363636364
1344,Dodda Nekkundi,2,1100.0,2.0,1.0,4115000.0,3740.909090909091
1345,Dodda Nekkundi,3,1252.0,2.0,1.0,7100000.0,5670.926517571885
1346,Dodda Nekkundi,2,1155.0,2.0,1.0,4600000.0,3982.683982683983
1347,Dodda Nekkundi,2,1128.0,2.0,2.0,4500000.0,3989.3617021276596
1348,Dodda Nekkundi,2,1148.0,2.0,1.0,5600000.0,4878.048780487805
1349,Dodda Nekkundi,3,1435.0,3.0,3.0,5720000.0,3986.062717770035
1350,Dodda Nekkundi,2,1145.0,2.0,1.0,4650000.0,4061.1353711790393
1351,Dodda Nekkundi,2,1100.0,2.0,1.0,4115999.9999999995,3741.8181818181815
1352,Dodda Nekkundi,2,1100.0,2.0,1.0,4675000.0,4250.0
1353,Dodda Nekkundi,2,1315.0,2.0,2.0,5000000.0,3802.2813688212927
1354,Dodda Nekkundi,2,1135.0,2.0,2.0,5800000.0,5110.132158590309
1355,Dodda Nekkundi,2,1100.0,2.0,1.0,4118000.0,3743.6363636363635
1356,Dodda Nekkundi,2,1370.0,2.0,2.0,6000000.0,4379.56204379562
1357,Dodda Nekkundi,3,1585.0,2.0,2.0,7900000.0,4984.22712933754
1358,Dodda Nekkundi,2,1005.0,2.0,2.0,4500000.0,4477.611940298508
1359,Dodda Nekkundi,2,1264.0,2.0,1.0,5200000.0,4113.9240506329115
1360,Doddaballapur,4,4200.0,4.0,3.0,32500000.0,7738.0952380952385
1361,Doddaballapur,3,3876.0,3.0,1.0,30000000.0,7739.938080495356
1362,Doddaballapur,3,2776.0,4.0,2.0,19500000.0,7024.495677233429
1363,Doddaballapur,4,2400.0,3.0,0.0,20000000.0,8333.333333333334
1364,Doddaballapur,1,654.0,1.0,1.0,4900000.0,7492.354740061162
1365,Doddakallasandra,2,1010.0,2.0,1.0,4039000.0,3999.009900990099
1366,Doddakallasandra,3,1360.0,2.0,2.0,5439000.0,3999.264705882353
1367,Doddakallasandra,3,1460.0,2.0,2.0,5839000.0,3999.3150684931506
1368,Doddakallasandra,3,1360.0,2.0,2.0,5440000.0,4000.0
1369,Doddakallasandra,3,1425.0,2.0,2.0,5699000.0,3999.2982456140353
1370,Doddakallasandra,2,1010.0,2.0,1.0,4039000.0,3999.009900990099
1371,Doddakallasandra,2,1072.0,2.0,1.0,4287000.0,3999.0671641791046
1372,Doddakallasandra,2,1010.0,2.0,1.0,4040000.0,4000.0
1373,Doddakallasandra,2,1072.0,2.0,1.0,4287000.0,3999.0671641791046
1374,Doddathoguru,2,970.0,2.0,0.0,3300000.0,3402.061855670103
1375,Doddathoguru,2,1030.0,2.0,2.0,4200000.0,4077.669902912621
1376,Doddathoguru,3,1549.0,3.0,2.0,6500000.0,4196.255648805681
1377,Doddathoguru,2,1015.0,2.0,2.0,3350000.0,3300.4926108374384
1378,Doddathoguru,2,1104.0,2.0,2.0,3900000.0,3532.608695652174
1379,Doddathoguru,2,915.0,2.0,1.0,3200000.0,3497.2677595628415
1380,Doddathoguru,1,750.0,1.0,1.0,2550000.0,3400.0
1381,Doddathoguru,3,1595.0,3.0,3.0,6200000.0,3887.1473354231975
1382,Doddathoguru,2,855.0,2.0,1.0,3200000.0,3742.690058479532
1383,Doddathoguru,2,925.0,2.0,2.0,3000000.0,3243.2432432432433
1384,Doddathoguru,3,1300.0,2.0,1.0,4200000.0,3230.769230769231
1385,Doddathoguru,3,1208.0,3.0,1.0,4500000.0,3725.1655629139073
1386,Doddathoguru,2,940.0,2.0,1.0,3290000.0,3500.0
1387,Doddathoguru,2,1107.0,2.0,3.0,4400000.0,3974.706413730804
1388,Domlur,3,1875.0,2.0,2.0,15000000.0,8000.0
1389,Domlur,1,640.0,1.0,0.0,5500000.0,8593.75
1390,Domlur,2,1050.0,2.0,2.0,8500000.0,8095.238095238095
1391,Domlur,3,1800.0,3.0,2.0,15000000.0,8333.333333333334
1392,Domlur,3,1720.0,3.0,1.0,13500000.0,7848.837209302325
1393,Domlur,3,1950.0,3.0,3.0,16500000.0,8461.538461538461
1394,Domlur,1,780.0,1.0,1.0,7000000.0,8974.358974358975
1395,Domlur,3,1740.0,3.0,0.0,12000000.0,6896.551724137931
